customer_id,customer_name,customer_segment,city,state,country,industry
406317d0-eef5-42b1-a3f8-ac5d31086098,****************,SMB,Pune,Maharashtra,India,Safety
8b52ec4f-0c77-4667-9f56-b21d5a84edb2,*****************,Retail,Pune,Maharashtra,India,Industrial
8e31eb75-a67b-42b7-9a8d-fd3c8c68338d,*****************,SMB,Hyderabad,Maharashtra,India,Safety
68e91216-5e20-4cad-a114-bee6b4c7ebf7,********************,Retail,Chennai,Karnataka,India,Industrial
59f9e491-ba5c-4d93-b1ca-6da093229f34,*******************,SMB,Indore,Maharashtra,India,Safety
769f46ee-de1c-4b34-9df4-f5118ffadbf3,****************,Retail,Chennai,Maharashtra,India,Industrial
a0351fe9-a462-4416-bbc6-cf11a0780c72,********************,Retail,Indore,Maharashtra,India,Safety
49526fea-cad5-43a0-9d27-822cacbe72da,********************,SMB,Hyderabad,Uttar Pradesh,India,Safety
c3689759-88d0-4b55-8687-36e6aa4917da,****************,Retail,Chennai,Maharashtra,India,Industrial
2bb0b9e9-4246-430b-88fa-d430deea783d,******************,Retail,Chennai,Karnataka,India,Industrial
cae1b60b-b0e4-4acb-b5db-b643e49ca186,********************,SMB,Hyderabad,Uttar Pradesh,India,Safety
8a5e5524-7bbf-4fa0-8df9-1069b2fe1e68,**********************,Retail,Kolkata,Maharashtra,India,Industrial
23ca9d96-cf35-4e46-a385-b742877925ef,*****************,Retail,Kochi,Karnataka,India,Industrial
4564ffa6-9e42-48b4-9f92-edeb87a9b5fc,********************,Retail,Ahmedabad,Karnataka,India,IT
64071b23-744a-4d05-b613-16ea820b0d16,******************,Retail,Chennai,Uttar Pradesh,India,Industrial
8effada6-9cf2-4705-9327-81c7c7badb2c,**********************,SMB,Indore,Maharashtra,India,Safety
55bfd21f-ae9c-43a0-b156-396a8f94333b,*******************,Retail,Pune,Maharashtra,India,Safety
89d46149-1c2f-4574-9706-97d8af916b9e,****************,Retail,Indore,Uttar Pradesh,India,Safety
e08c424d-b26f-4f90-aaf6-ae3ff7e5a94d,****************,Retail,Kolkata,Karnataka,India,Industrial
f26dcb34-9ac7-4783-882f-bd2fca43e903,*****************,Retail,Kolkata,Maharashtra,India,Industrial
a2a47f96-9d61-49e0-a144-91dee923f3f0,*****************,SMB,Indore,Maharashtra,India,Safety
73805e97-0aba-4175-8b6b-215d762e4af0,********************,Retail,Kolkata,Karnataka,India,Industrial
ac8dfe3b-6410-4204-9f36-b9c4751af05a,******************,SMB,Indore,Uttar Pradesh,India,Safety
0171d396-1986-4665-a6da-4c9c14798a5f,*****************,Retail,Kolkata,Maharashtra,India,Industrial
a89dd966-7ecf-428c-bf03-796b4ee20254,*****************,Retail,Pune,Maharashtra,India,Industrial
30daf91e-2406-44ac-8a3e-fb6e3681d77a,*****************,Retail,Pune,Maharashtra,India,Safety
ab98d88a-7ce6-4647-b9aa-0078cf9ce82c,*****************,Retail,Kolkata,Maharashtra,India,Industrial
2f6dad3e-94d6-4d05-b6d1-ebad92f6f5e1,****************,SMB,Pune,Uttar Pradesh,India,Safety
f006014e-04f9-493d-b368-b2c4620c9210,********************,Retail,Kochi,Karnataka,India,Industrial
4c902fe2-7469-424f-b385-c54d5989ee42,********************,Retail,Kolkata,Karnataka,India,Industrial
10776fda-e497-457b-8c25-c740d53e16fd,****************,SMB,Indore,Uttar Pradesh,India,Safety
5bbd80c4-090b-4c8a-b6aa-2a757d6e3bbf,*******************,SMB,Indore,Maharashtra,India,Safety
dfecf7a8-ea43-4cee-a0fd-b5a37bc37f96,********************,SMB,Pune,Maharashtra,India,Safety
df82537c-2e15-4567-b8aa-ea83ca1b08b6,********************,Retail,Pune,Maharashtra,India,Safety
c21ec168-f911-4316-8c7d-fe26795babd2,********************,Retail,Kolkata,Karnataka,India,Industrial
7d0898c5-b128-4eae-bdd7-de04ff96be2d,*******************,Retail,Chennai,Karnataka,India,Industrial
dba35aa8-9ebb-4df1-82b6-55da9a752590,*****************,SMB,Hyderabad,Uttar Pradesh,India,Safety
8dc1ae34-3ef6-4fea-b41b-13e902f36f65,*********************,Retail,Chennai,Maharashtra,India,Industrial
ca409c54-05b0-4525-a914-3c68f7481217,******************,SMB,Hyderabad,Maharashtra,India,Safety
c8a4fb3b-694e-4e48-8e17-032aabf346b2,********************,SMB,Hyderabad,Uttar Pradesh,India,Safety
d5f6b0ce-920c-488b-8c99-b94d77eb2c01,*********************,SMB,Pune,Uttar Pradesh,India,Industrial
37af82ad-2a8f-4420-81b0-2c356f16e24a,*********************,Retail,Pune,Uttar Pradesh,India,Industrial
b394e1c6-3ef9-4ad9-97dd-fe999ab83e3f,*******************,SMB,Pune,Maharashtra,India,Safety
096475f3-da43-4a6c-a4ee-1e3005ec2ec0,********************,Retail,Kochi,Telangana,India,Industrial
eff630ec-1870-454d-abf8-8f61afc35c78,****************,SMB,Hyderabad,Uttar Pradesh,India,Safety
70a05b8b-95e1-4704-812f-3e29f250f3ae,********************,Retail,Pune,Karnataka,India,Safety
ad5c3949-008a-4baa-8ccc-d2988ea58a36,**********************,Retail,Chennai,Maharashtra,India,Safety
d9bdd457-2531-450d-9e68-ced1bb728ea4,********************,Retail,Pune,Maharashtra,India,Safety
1fa30eb5-225c-4d80-8649-c9c024ad026b,*******************,Retail,Chennai,Maharashtra,India,Industrial
4b609062-2df9-44b0-816b-a57a0f43a397,*********************,Retail,Pune,Maharashtra,India,Industrial
4c1b470c-a88b-4e35-b389-59fcbf031e7a,******************,SMB,Indore,Uttar Pradesh,India,Safety
61a2dbb6-c4fd-4b0e-ab4f-fc3499de1063,*****************,Retail,Pune,Maharashtra,India,Safety
bf5505ef-72dc-45f7-a951-b76a51903760,*******************,SMB,Hyderabad,Maharashtra,India,Safety
e881a2f9-4066-42c3-a3c0-057cbea69bb7,*****************,SMB,Hyderabad,Uttar Pradesh,India,Safety
f261159a-f6da-443f-9e56-04c3a111a4ea,*****************,SMB,Indore,Maharashtra,India,Safety
bec29ab9-68a9-44c5-a709-e8cdef38a3d9,******************,Retail,Pune,Maharashtra,India,Industrial
d2bc63ab-202c-47e2-862f-da1b6a5e60ab,*********************,Retail,Kolkata,Maharashtra,India,Industrial
112c3342-69b7-44d0-87fa-b36fa39e6642,*********************,Retail,Indore,Maharashtra,India,Safety
6589078f-98dd-4d57-aa36-898bc19a2e41,****************,Retail,Pune,Maharashtra,India,Safety
73298e69-3c4c-4455-b14f-fda361f2ab76,******************,Retail,Indore,Maharashtra,India,Safety
ecefce0a-43fe-4fc4-a886-15a182babb76,*******************,SMB,Indore,Maharashtra,India,Safety
a541ac06-1d12-47a7-b8bd-cf4416013aae,********************,Retail,Ahmedabad,Karnataka,India,IT
d09aaafa-4486-4506-b56d-17c7d05efdb1,******************,Retail,Chennai,Maharashtra,India,Industrial
82a592ad-191a-4c91-80fc-131aeb9a406f,******************,Retail,Chennai,Maharashtra,India,Industrial
854252bb-728b-4fc8-9eac-b2e49d1747a6,*******************,Retail,Kolkata,Maharashtra,India,Industrial
5be46a04-0689-4cba-a05f-f6e6a02e3f74,******************,SMB,Indore,Maharashtra,India,Safety
52a8997d-925b-459d-af40-acea9a2052a9,********************,Retail,Kolkata,Karnataka,India,Industrial
cc233386-dbce-4011-8333-ac418977d813,*****************,Retail,Kochi,Karnataka,India,Industrial
ea7dd453-57ae-471f-a02c-8d71e0495c40,******************,SMB,Pune,Maharashtra,India,Safety
0a14a18a-33d8-40ce-bf3e-5fd80b11ebf3,*****************,Retail,Chennai,Karnataka,India,Safety
2bbdddac-6611-4d00-820c-f053a9c95a61,*****************,SMB,Indore,Uttar Pradesh,India,Safety
291a5341-2a46-4743-806b-b0bca7f4542a,****************,Retail,Pune,Maharashtra,India,Safety
8c459640-edce-43e1-b352-2ec621edf717,*********************,Retail,Chennai,Maharashtra,India,Safety
12b801b0-f413-4d23-bffd-7a4fbb5dbe6f,******************,Retail,Kochi,Telangana,India,Industrial
ac98331e-5120-44c3-8e0a-ac5033107bd6,********************,Retail,Chennai,Uttar Pradesh,India,Industrial
5fa9f3a6-d3bb-420c-99c8-926967bf1a79,*******************,Retail,Pune,Uttar Pradesh,India,Industrial
a4cdca8c-ea67-4d8e-ab6d-ac3ccf00cb3c,*****************,Retail,Kolkata,Maharashtra,India,Industrial
e4127565-05bb-4255-98cc-17388ee0d260,****************,Retail,Kolkata,Karnataka,India,Industrial
f6868600-5274-4107-98f4-8d51f60c44f4,*****************,Retail,Pune,Maharashtra,India,Industrial
648f594b-491d-4355-a0e2-9700c37e8600,*****************,SMB,Hyderabad,Uttar Pradesh,India,Safety
bd10345f-a6c2-47c4-a114-215b390cccd9,*****************,Retail,Chennai,Maharashtra,India,Industrial
0dec95a7-aaac-4896-9645-dffe9bc6b1f6,****************,Retail,Chennai,Maharashtra,India,Industrial
