inventory_id,supplier_id,product_id,warehouse,quantity_on_hand,quantity_reserved,quantity_available,reorder_point,inventory_status
5029a685-f070-4d44-a0b7-46de3d1e0de7,c7c64d8a-716f-4357-abba-22380b27e83e,7f634488-a737-485f-b31d-841b9ba23196,Pune DC,1422.9389556038932,482.2728369275229,940.6661186763703,805.5703733112263,Overstocked
4459777c-75bc-47eb-a9be-29624da9c78e,233bfd9c-8340-42d2-aab0-0a0e1caa8ee6,4bbaedae-aaca-47df-b348-c9ee923b7b67,Mumbai DC,3154.8906077110482,99.8399066346683,3055.05070107638,108.59949612704249,Overstocked
58b867df-7d42-4eff-84c6-49fb6a2c03df,a69bd26e-25d7-496d-994c-b9a5c8560b56,546ad27f-4244-4ebf-bda9-ba5c30f87ba8,Chennai DC,952.4668038576481,50.09185247128437,902.3749513863637,560.9012290477436,Overstocked
acac69bf-4a7b-498e-aaad-29a8c32b5be0,1c451288-de60-4245-86c9-7fedadbbd49d,4e169861-8bd2-416c-8b61-5ab71453c2d6,Mumbai DC,3739.2022240050283,480.5545392016079,3258.6476848034204,191.72347337959295,Overstocked
99b31678-d021-4554-ad3d-5449b30c235b,07e6c5c3-d668-4054-bf57-1ed49a474b57,8bc5f552-f050-40b4-be88-27c95160658f,Mumbai DC,1070.8537102819046,402.31168025626346,668.5420300256411,620.6848069993871,Overstocked
5de2cf53-1d7b-4fd0-b53c-60147c5ab231,c61940fb-e1d2-470f-9e25-931237c8893f,e1b91b25-8933-4d0d-b405-fc0da37a7abf,Mumbai DC,4842.777379087572,133.1593433727994,4709.618035714772,379.2952949229236,Overstocked
12b240df-1f3c-4b83-be77-955d7effefea,cc0a5bbb-b05f-4ec4-8395-3ca2d3c795c0,1c447b2f-93b8-4e64-955f-c539a33b6e1a,Pune DC,4564.1959217502745,325.7363204411713,4238.459601309103,630.3378725702364,Overstocked
a218a5b9-3904-46ed-a716-caec8935841c,1817d953-32db-454f-886d-1137a6c67d57,47e5b700-3997-43d7-82b3-6d9ab03c670b,Chennai DC,3305.8629367228295,588.847549009753,2717.0153877130765,561.7985005528105,Overstocked
fb880d6f-98e1-43e9-871f-e2dd33ce6ea4,5726cd4f-4fba-4539-8034-d2a703d2d93e,6b6be25e-192a-4ac6-9b96-a84b8931452c,Pune DC,665.6761629512557,656.8425937436076,8.833569207648111,370.99379594238144,Overstocked
6388760a-c7d7-4c92-bf7f-2235e5e5bf0b,45e9bfc9-e6ad-4323-ba09-3d9604ae6aee,568a71b5-ebe9-4c04-b25e-2c169928836d,Mumbai DC,3539.5866402785505,606.2911777145127,2933.2954625640377,68.24787478859756,Overstocked
8f1f87bf-0ac9-43f9-8e83-b300d8a1b1fc,a3b94acf-be62-4336-8ede-60887aeec403,87891f83-6be9-4156-9a9a-1127dc36a43a,Chennai DC,3504.5864906895117,276.3142124255801,3228.2722782639316,724.0651868890767,Overstocked
9dc35536-9e06-4da0-807b-80cda512cc4a,48729344-db36-40fc-aa39-00ba7b2b79e9,78e23556-0c6f-4e10-bfe4-fd4fc0f01f43,Pune DC,3023.988889992383,8.979391099199347,3015.0094988931837,111.11178463192331,Overstocked
f3d791df-125e-4e52-a6d5-a6faa8ca6c02,e316d375-c710-47e7-870d-370fa56033f6,77728a80-aa6a-4215-8998-def53a703171,Mumbai DC,4211.203454785829,665.8575501113869,3545.3459046744424,64.89914415525571,Overstocked
7ffeab24-ed10-4b21-8676-89cb4f6a01ae,79200a81-3fbc-4c99-9bc5-7fcdcb40faeb,c286f088-711b-49c7-8d41-a4361b3a86e2,Pune DC,457.4376652174641,143.24760111402242,314.19006410344167,796.0070141592277,Overstocked
f9242654-0ba3-4a1c-b84a-402c0485fc6b,faa171dc-43ed-45ca-b238-9f7a668037ec,f2c7b956-4a75-4133-b19a-2be87418cb7a,Chennai DC,2508.368727824938,104.00406533750629,2404.364662487432,379.09486806963054,Overstocked
e45c8caa-c3b0-4c90-beab-d67da8271539,4219a381-4da2-499b-8e64-17fe40ce264b,9d944c4b-5353-4a97-9309-b52af4b539c8,Mumbai DC,1897.7974610673957,88.52321916703181,1809.274241900364,166.6634074768894,Overstocked
51e361e9-a7bf-4e36-a52d-5e1a9cada152,3323acba-9375-4612-9fa5-d352d6675141,bc503f58-19de-476b-9dd8-1e5e4722ed07,Chennai DC,4565.435746778389,144.00719256016055,4421.428554218229,110.95502749901372,Overstocked
df4ad4e3-608f-474a-9d0a-7da6358fefe5,ea0b4d06-5595-48ad-9a93-978ecec54e76,d924ac5f-d18c-4a75-b554-fccff95f4a92,Mumbai DC,2080.7277737460577,160.8174883639449,1919.9102853821128,77.48893040257104,Overstocked
6a9880ca-86bd-4801-8887-36c78df4c6ed,6bf889ce-483a-42f0-8744-5b91f50acee0,c9185393-9388-4635-9127-a245ab02f8a3,Mumbai DC,628.7769133819309,14.610129098692937,614.1667842832379,590.3963528398177,Overstocked
6bb3857c-c31e-40fe-898b-9be25deff750,484a458d-9699-4952-be1f-9e53a78b7d9d,5889d299-60f6-4cb2-82ac-c8aa0d07b55f,Mumbai DC,1338.3213869814806,618.0992958611514,720.2220911203292,900.5248655192104,Overstocked
907cd6b3-dfc4-47f6-922f-5ee5aa952c86,ffe025dc-05e5-418a-bf7e-fbf82408e510,17b1acc6-2171-4e24-b202-7ebadff24f05,Pune DC,2055.5250331999496,623.8171838454382,1431.7078493545114,146.68626956109225,Overstocked
3fa3c691-8b64-4241-b738-b282b4525fc6,964ffb0d-c8a1-4c54-90cb-4f46fa7501d6,5fb69f95-585f-40fd-86e6-4a1e20abf75c,Pune DC,1757.5903790830894,678.9103184537521,1078.6800606293373,320.78095850774514,Overstocked
bfbdc92e-345f-4f65-98f5-0fc8558beab5,a68bd110-52ab-4480-827f-f82ef4d5469b,bf86a44f-d472-48c2-907f-3e283d1e5466,Mumbai DC,2135.436216086332,735.0328755802839,1400.4033405060482,695.3356668775525,Overstocked
d66f782f-41f3-4068-951f-215a37f5c08f,f21437f5-9400-45f1-99be-46a645c9ab66,4f3ca919-5084-44fe-94cc-f632e2769822,Pune DC,2676.1918792874126,136.4657049005741,2539.7261743868385,353.3573405967832,Overstocked
e90c7e09-e7cf-46f9-920d-e4e8a12a6bf4,8d2e1090-e65d-41a0-88be-4bd152dc7d5c,4d20e5f9-2fa7-4a76-82a3-1c5bebc2d572,Pune DC,4005.771958917818,609.796763677844,3395.9751952399743,837.5349056314683,Overstocked
e3b6ccd2-ffe4-4cec-95a5-a63bf6e88592,bce7e640-4fc4-4bb6-8891-f0dfec268cde,3aa74e67-c9ed-4742-afe8-0bbc7a837dfc,Pune DC,3728.734439526432,776.0229820514728,2952.7114574749594,744.1954184398622,Overstocked
50e673eb-0c63-43d1-9228-275a81ef9ca0,5f853f29-a18f-478f-94a4-5e8e4ac124c8,031d6e08-8538-463b-a9e1-0a188d78f1fd,Mumbai DC,685.7202401704037,669.4888711957694,16.23136897463428,664.9892220928654,Overstocked
f8f32034-48f6-46ed-9679-a9b811029035,2a007c00-7ed8-4f58-b54c-d83d3f68f165,587bde86-e001-4712-bd88-804f200fa578,Pune DC,4587.820875702649,166.54653715449422,4421.274338548154,709.4958538844195,Overstocked
bf6f139f-3e7e-4cd5-82e2-df25d2475178,df7bbfc9-03dc-4712-b68a-818ec09f05ef,c1167566-3b59-479a-84a1-bfc81f023c1b,Chennai DC,3725.485418379251,306.1253669316329,3419.360051447618,304.1532324358007,Overstocked
8e3f156b-9b7b-4cb6-b9c1-fe548f2317b6,dd92874a-1cb0-4a9d-854d-13608413e8b1,15007bc0-433c-455a-8c9f-ecd92935c536,Pune DC,638.77496590345,536.3419663826287,102.43299952082134,348.341736854234,Overstocked
