customer_id,customer_name,customer_segment,city,state,country,industry
11b1d0e6-d24f-413a-bdb8-be2386c2053d,*****************,SMB,Kochi,Rajasthan,India,Packaging
00f828a4-22e4-4a75-8e07-b412323c3633,*****************,SMB,Kolkata,Delhi,India,Safety
6145c281-93f1-4c4c-bddf-66dd214a9a4a,******************,SMB,Delhi,West Bengal,India,Industrial
8a69892a-97b0-4871-95de-0bc9a26133bf,*********************,SMB,Mumbai,Uttar Pradesh,India,Packaging
7b57e3bc-3593-4e08-a380-389871cd748d,*********************,Retail,Jaipur,Maharashtra,India,Electronics
3c50e148-e2bd-4a80-afd2-f552c5680a57,******************,SMB,Ahmedabad,Karnataka,India,Packaging
7a2e755d-55b2-4508-b111-10fec9aa5752,********************,Enterprise,Chennai,Delhi,India,Safety
69d1d2bf-835a-4952-9626-19ab4212ceff,*******************,SMB,Mumbai,Maharashtra,India,Electronics
957a7c87-1531-4b8f-8f36-6d92a7dcdc76,********************,Retail,Indore,Maharashtra,India,Electronics
90e39564-c6c3-41f6-ae53-f2669f6d5654,*********************,SMB,Chennai,Kerala,India,Packaging
dc4b172e-00da-4f94-b7dd-c22d2ce8f7a5,*********************,Retail,Indore,Maharashtra,India,Industrial
783630c3-42dc-49b2-9ef3-f2482136a0ab,*********************,Retail,Indore,Madhya Pradesh,India,IT
c167dbc2-987a-445b-9dfa-3258e8dd4e22,*****************,SMB,Lucknow,Maharashtra,India,Packaging
d2c23a45-b19f-4e9c-bf1c-046f940dce9b,********************,Enterprise,Chennai,Delhi,India,Packaging
8cd9f647-3774-41f5-8dc0-a476f8670bd4,******************,SMB,Bengaluru,Delhi,India,Industrial
23866851-5993-4656-8b1a-81adb2799ed9,********************,SMB,Hyderabad,Gujarat,India,Packaging
d957d23a-2ad2-4905-994a-af21ea7ccf6c,********************,Retail,Indore,Madhya Pradesh,India,IT
19b4656b-7345-4afd-94bb-d99e89441a43,*****************,Enterprise,Kolkata,Maharashtra,India,Electronics
00014b22-0982-4ef6-b258-5d68510b0ae5,******************,SMB,Indore,Uttar Pradesh,India,Industrial
fa991e40-761b-4262-ad44-604fbcf82ea3,*****************,SMB,Indore,Telangana,India,Industrial
0fb255e2-753c-4401-ab06-bb2787767b6e,********************,Enterprise,Hyderabad,Uttar Pradesh,India,Automotive
5a6ca730-c804-40f5-86f5-83449cdbc64d,*******************,Retail,Ahmedabad,Maharashtra,India,Packaging
4c96f20f-1a28-4203-b620-71acf889134c,*********************,Enterprise,Bengaluru,Maharashtra,India,Automotive
710e5c6c-c2be-4bae-ac3c-8480fcaaea53,****************,Retail,Chennai,Madhya Pradesh,India,Safety
2a9b2350-b459-4946-a356-617103b80f43,********************,Retail,Kochi,Delhi,India,Industrial
ff35d442-c474-4198-ab2f-1d69657e0a9c,********************,SMB,Indore,Telangana,India,Electronics
3e81dd88-6b13-4d99-a545-7f4b1484aa56,*****************,Enterprise,Delhi,Rajasthan,India,Industrial
b9a59950-f9d4-4af5-b95e-d34988303e73,**********************,SMB,Mumbai,Telangana,India,IT
6572b133-697f-4fe3-9943-7add221801db,**********************,Retail,Indore,Gujarat,India,Safety
2d85ed00-2dd9-4b2b-8c0f-6bde8d44fb05,****************,SMB,Hyderabad,Uttar Pradesh,India,Automotive
5f2f452a-51ad-4a25-825f-33a2e1e0ce02,******************,Retail,Hyderabad,Maharashtra,India,Packaging
df59f04d-19b9-4eee-8ec1-aea216f71e9a,****************,Retail,Indore,Gujarat,India,Electronics
4b142e2b-939d-4bc7-8c57-d8ec3704fc34,*****************,Retail,Ahmedabad,Telangana,India,Industrial
42a66017-7ad3-4ff9-809b-295630e87f88,*****************,Enterprise,Kochi,Delhi,India,Industrial
e9ad57a1-5ab1-4344-be96-d21b423b45ca,*********************,SMB,Pune,Maharashtra,India,IT
3aa9bf9b-4594-4587-b2cf-2ffb7f186dc6,*****************,Retail,Mumbai,Tamil Nadu,India,Packaging
0ef2feab-39d5-4e58-9648-1739755758cd,*******************,SMB,Chennai,West Bengal,India,Safety
305393bb-6a1e-432f-862b-74150ff2481a,********************,SMB,Chennai,Maharashtra,India,Electronics
53d5977e-0731-4abc-9158-32f77f120764,****************,SMB,Jaipur,Uttar Pradesh,India,Industrial
56847931-9241-4da1-a0f5-d311f0f78333,*******************,SMB,Mumbai,Tamil Nadu,India,Safety
b8d09895-914a-4fc9-9d69-451331b39b95,*********************,SMB,Jaipur,Madhya Pradesh,India,Automotive
4bdabd26-fb7c-4dfd-977c-4f2b8c2fc7db,*****************,Retail,Hyderabad,Tamil Nadu,India,IT
606bb6d6-7c8a-436b-9c65-dd3ec4ef93ca,*********************,Retail,Delhi,Uttar Pradesh,India,Packaging
06eb163a-0771-4332-b876-5dad7abc21c7,*****************,Retail,Indore,Karnataka,India,Automotive
f28d30b2-9c71-4ef5-98fd-c5aed850de62,*********************,SMB,Mumbai,West Bengal,India,Packaging
6dc9a698-00b6-41b7-82ec-45b3d172d33a,*******************,SMB,Delhi,Maharashtra,India,IT
cea7011b-f49f-4f3a-b449-69cbc687ebe0,********************,SMB,Hyderabad,Delhi,India,Automotive
589d692d-fcd1-4e0a-bb73-7d767090a502,**********************,Enterprise,Chennai,Gujarat,India,Safety
8824d112-1b75-4e23-afce-fc114c5cf5ee,*****************,Enterprise,Hyderabad,Maharashtra,India,IT
18996bd0-8882-435e-927b-c6ecb5701d6a,***************,SMB,Hyderabad,Telangana,India,Industrial
5c3c2092-b250-40d0-91be-412add81acd6,******************,Retail,Indore,West Bengal,India,IT
32aa945a-94d2-4098-8851-d829942d891b,******************,SMB,Mumbai,Maharashtra,India,Electronics
5d875bc8-1adf-478b-bb24-ceed0ee0d2f5,**********************,SMB,Hyderabad,Delhi,India,Safety
1660992b-af31-4a70-b402-a18894ade087,******************,SMB,Delhi,Rajasthan,India,Packaging
fccddbe1-2a68-45d0-9c69-6c5f8af48d15,**********************,SMB,Hyderabad,Telangana,India,Safety
48494bb0-bdf2-4f71-a57e-f1e8fbbd9064,****************,Retail,Chennai,Delhi,India,Automotive
c16860db-deeb-42e2-ae75-0fb82fe60070,*******************,Enterprise,Bengaluru,West Bengal,India,Safety
37ad2082-6320-4a9e-a9f3-c6e721c22bf7,*******************,SMB,Ahmedabad,Delhi,India,Electronics
3cb0ceb5-aa04-450e-a2bd-946521875711,*******************,Retail,Lucknow,Maharashtra,India,Industrial
e8b0b9f1-0eec-413e-b0b2-e402d47fa3e4,********************,Retail,Jaipur,Maharashtra,India,Industrial
7c9a3964-aead-48fe-9e9e-c5e8d32f67aa,*******************,Enterprise,Kolkata,West Bengal,India,Safety
db4b9a29-9cd7-4e83-bdf8-cb510fba2bed,*********************,Retail,Lucknow,Madhya Pradesh,India,Automotive
bdbf1066-5f9a-4f10-98c9-ffc3728dc8bb,********************,SMB,Bengaluru,Gujarat,India,Industrial
a82e7795-7319-41ec-96ba-21142d47680a,******************,Retail,Bengaluru,Maharashtra,India,IT
7a7219df-daf0-4abe-9c82-b6cb28d77224,*****************,SMB,Chennai,Delhi,India,Automotive
2ec8e07b-f964-4f7d-8da4-cd9158bcd83c,********************,Enterprise,Mumbai,Karnataka,India,Automotive
39b778bf-ce6b-459c-aeed-f586dc006b3e,*********************,SMB,Pune,Gujarat,India,Automotive
4313c1df-16ed-41a9-9998-a5def442a2c5,*********************,Retail,Pune,West Bengal,India,Electronics
a1378070-ca13-4889-9367-c49413143e1c,********************,SMB,Mumbai,Madhya Pradesh,India,Packaging
e52bbc84-1a6a-47d3-87c2-6c98d8caf43a,*******************,SMB,Ahmedabad,Gujarat,India,Automotive
61de68a1-0d1a-42c0-af36-4640004e9aa2,****************,Enterprise,Mumbai,Rajasthan,India,Electronics
3ffb764a-fc54-429b-abca-5b952db3d44f,*****************,Retail,Ahmedabad,Delhi,India,IT
968fec1a-4c14-4f72-b6ac-afaef7eb5e71,****************,SMB,Ahmedabad,Madhya Pradesh,India,Packaging
2fb344d9-ff6b-47d4-b12e-5fea960891f4,*****************,Enterprise,Jaipur,Rajasthan,India,Packaging
24f1ad1e-6aeb-457a-a251-b15e8808c9aa,******************,Enterprise,Pune,Telangana,India,IT
cfb5adca-9eff-45de-82d0-ec147e915d12,********************,SMB,Hyderabad,Gujarat,India,IT
a205868e-c496-480f-8034-cb0fd7cb4fd2,********************,Retail,Chennai,West Bengal,India,Industrial
26712f4c-29d6-4dc7-86b5-90c8bc52d4ad,*******************,Retail,Jaipur,Maharashtra,India,Safety
c01c40e7-beae-4123-a325-a82ae4bad0c1,******************,Retail,Kolkata,Madhya Pradesh,India,Safety
79629ca1-0b06-458f-a770-c484464d78bb,*****************,SMB,Bengaluru,Maharashtra,India,Industrial
85e13ceb-f239-44f2-8c6c-e265219214c7,********************,SMB,Bengaluru,Telangana,India,Industrial
945a4f11-2304-4762-88fd-9a41839cf946,**********************,Enterprise,Delhi,Madhya Pradesh,India,Electronics
2546b753-f296-496b-905a-2e2cc2ddd4b5,********************,Enterprise,Delhi,Kerala,India,Safety
02680df2-af69-4a64-b794-c62dd3dc5e87,*****************,Enterprise,Hyderabad,Maharashtra,India,Packaging
837bed59-529d-4925-85f4-a1f873910d70,****************,Enterprise,Lucknow,Kerala,India,Packaging
92b00401-3adf-470b-9fd6-0a2b793fef53,********************,Retail,Kolkata,Madhya Pradesh,India,Industrial
ce14792a-63af-4c0b-8bbc-1bad168af5c9,****************,Enterprise,Delhi,Telangana,India,Industrial
a8f91a06-751d-4054-b3d1-9d7b8d949284,****************,Enterprise,Ahmedabad,Telangana,India,Automotive
c2099930-0b39-4ead-98a0-4516deb9b549,*****************,SMB,Hyderabad,Kerala,India,Safety
f8a6fe0b-666a-42cf-bfb2-d3e6d8d29fb1,*****************,SMB,Indore,Delhi,India,IT
a426aa1e-c77b-4553-b717-f5ee2def5a7c,******************,SMB,Indore,Telangana,India,IT
