inventory_id,supplier_id,product_id,warehouse,quantity_on_hand,quantity_reserved,quantity_available,reorder_point,inventory_status
928cd533-7d20-4eff-96f8-ffb65c99ed93,69419a11-a032-4b9a-a8d5-ba33a24c34fe,dcce0975-ad94-4c1a-a4a4-1e62d41088e8,Mumbai DC,2541.405632049774,376.5382593828699,2164.867372666904,516.0912941972432,Overstocked
8dd7af78-3346-47f4-89b4-0f7ab5f467ff,d5748a3c-de56-40d2-b47c-f6eff0cfc3d5,27827b58-7ac2-415a-892e-162501e7314f,Mumbai DC,2610.9947719035654,391.19938188404194,2219.7953900195234,479.0771464502193,Overstocked
0b9efe3c-96c5-4609-b60c-31324223eb30,ff025426-fb6c-4f0e-a523-5b76aa28e4ca,f83c235b-1252-4824-afab-f988da4dcc55,Mumbai DC,2638.009823735956,358.94514411508317,2279.064679620873,528.9668230155551,Overstocked
fc4d36e7-963f-4fb7-b047-c573b3b8fb7e,36d92597-ddcf-48d8-92a9-5911341afda5,d986c065-b33a-4138-8e19-6c3de5388b72,Mumbai DC,2532.425487260274,336.9057963777518,2195.5196908825224,528.1692849434879,Overstocked
5a522fbb-144f-4e33-90d2-ab6e98b0b67a,3950d664-97fb-404d-a6dd-84333c042fb6,030e8bda-391e-4c63-85be-8eccb74e8d5a,Mumbai DC,2385.5240885783664,339.448653641781,2046.0754349365855,492.7966119235632,Overstocked
c26f4eea-af8d-4c95-b255-98f872edc91f,c0a6114a-9095-4fff-add6-55af95b9a46a,96a2d35b-ffd9-4640-b9ea-5b9f2b84d21e,Mumbai DC,2669.4514161111965,359.7781977543905,2309.673218356806,494.7726178020566,Overstocked
61089cdf-8254-4875-a04c-f9a94b889ecb,77270f2d-0812-47fb-9838-f4c439eb02cc,c1e3897a-8c2b-494f-83fa-94f1dd93b927,Mumbai DC,2362.003546362826,362.97126635816335,1999.0322800046627,490.8734086664206,Overstocked
291e2fb3-b193-47f9-a67f-0d49a1a5a0f3,298a7d52-bf3a-4ba7-a35e-ce308e0ed853,ded13240-1f81-410f-9e02-6f5671750a6a,Mumbai DC,2547.1011568148406,367.20237872180496,2179.8987780930356,482.6068944136337,Overstocked
170b9f59-c23e-4966-bdc3-d2377a24b983,1818cfff-3017-4ed0-9986-19e24f946028,c946bafb-23b2-4d23-a02c-d0933f5a96f8,Mumbai DC,2750.6477125367574,374.2396306850833,2376.408081851674,520.489426724091,Overstocked
264fe713-56f9-440d-bf24-58020ea086c9,3297a348-4eb3-4b3f-98a9-dbe6b9c725b9,c038a5db-8bf9-47b3-a4d1-d507a1887940,Mumbai DC,2476.7939451051384,322.98483368632697,2153.8091114188114,503.77375369576504,Overstocked
